1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
1056000,1294000,1461000,1661000,1966000,2266000,2541000,2893000,3536000,4205000,4816000,5516000,6160000,6736000,7431000,8173000,8501000,8635000,8772000,8948000,9062000,9052000,8937000,8754000,8535000,8337000,8091000,7818000,7529000,7220000,6912000
697000,935000,1170000,1335000,1534000,1801000,2066000,2310000,2680000,3308000,3957000,4594000,5333000,6023000,6670000,7345000,8063000,8396000,8534000,8677000,8856000,8969000,8958000,8845000,8663000,8445000,8250000,8004000,7732000,7443000,7134000
624000,675000,908000,1139000,1305000,1489000,1746000,2007000,2257000,2624000,3242000,3892000,4535000,5284000,6004000,6634000,7290000,8008000,8340000,8480000,8623000,8801000,8912000,8901000,8788000,8605000,8389000,8194000,7948000,7676000,7387000
597000,607000,659000,887000,1114000,1257000,1430000,1687000,1960000,2201000,2557000,3159000,3797000,4455000,5281000,5925000,6534000,7184000,7895000,8224000,8359000,8496000,8667000,8775000,8760000,8644000,8461000,8244000,8048000,7802000,7529000
552000,577000,588000,638000,859000,1033000,1165000,1332000,1620000,1883000,2085000,2418000,2975000,3632000,4475000,5118000,5594000,6171000,6788000,7472000,7772000,7878000,7986000,8135000,8222000,8189000,8064000,7871000,7647000,7447000,7199000
486000,528000,554000,566000,612000,772000,936000,1053000,1256000,1537000,1739000,1927000,2209000,2781000,3655000,4377000,4933000,5401000,5966000,6578000,7253000,7541000,7634000,7738000,7880000,7961000,7932000,7804000,7610000,7384000,7183000
418000,461000,504000,531000,541000,543000,694000,841000,986000,1181000,1402000,1594000,1745000,2042000,2790000,3584000,4340000,4905000,5381000,5958000,6579000,7256000,7548000,7651000,7762000,7909000,8003000,7979000,7855000,7664000,7440000
348000,393000,437000,481000,507000,486000,486000,622000,783000,919000,1068000,1278000,1446000,1611000,2035000,2726000,3548000,4306000,4875000,5359000,5942000,6566000,7242000,7542000,7652000,7769000,7927000,8025000,8007000,7888000,7700000
274000,325000,370000,415000,457000,461000,440000,434000,575000,723000,826000,968000,1160000,1337000,1588000,1974000,2676000,3491000,4243000,4813000,5300000,5882000,6502000,7179000,7482000,7599000,7724000,7887000,7991000,7978000,7864000
209000,254000,303000,349000,392000,418000,420000,395000,398000,527000,647000,744000,875000,1069000,1300000,1526000,1917000,2605000,3405000,4147000,4713000,5196000,5773000,6391000,7064000,7371000,7496000,7629000,7797000,7907000,7901000
157000,191000,234000,282000,326000,357000,379000,376000,359000,359000,465000,576000,666000,797000,1022000,1232000,1459000,1838000,2505000,3283000,4008000,4564000,5042000,5613000,6225000,6892000,7204000,7339000,7479000,7655000,7772000
98000,140000,172000,213000,259000,292000,318000,334000,335000,317000,310000,406000,507000,597000,747000,950000,1153000,1370000,1733000,2371000,3118000,3819000,4361000,4833000,5394000,5999000,6659000,6976000,7121000,7272000,7457000
70000,84000,122000,152000,189000,224000,253000,272000,288000,286000,265000,261000,347000,442000,542000,674000,862000,1051000,1255000,1596000,2195000,2901000,3569000,4094000,4555000,5105000,5699000,6348000,6672000,6831000,6996000
61000,56000,69000,101000,127000,155000,183000,203000,221000,231000,226000,211000,211000,288000,383000,467000,584000,752000,922000,1108000,1420000,1969000,2621000,3245000,3744000,4191000,4722000,5301000,5931000,6262000,6439000
47000,44000,41000,52000,78000,95000,117000,136000,154000,166000,172000,171000,163000,166000,238000,315000,385000,485000,630000,778000,944000,1222000,1710000,2297000,2866000,3332000,3757000,4263000,4816000,5421000,5756000
31000,28000,27000,27000,35000,51000,64000,78000,94000,107000,116000,123000,124000,121000,130000,186000,246000,303000,384000,503000,628000,770000,1008000,1427000,1935000,2437000,2858000,3251000,3717000,4233000,4799000
17000,15000,14000,14000,14000,19000,28000,36000,47000,59000,68000,75000,81000,84000,87000,94000,137000,181000,225000,287000,379000,477000,592000,783000,1121000,1535000,1951000,2311000,2653000,3061000,3520000
7000,6000,5000,5000,6000,5000,8000,12000,17000,23000,30000,36000,41000,46000,51000,52000,58000,85000,114000,142000,184000,246000,313000,394000,529000,767000,1065000,1370000,1642000,1910000,2230000
2000,2000,1000,1000,1000,1000,1000,2000,4000,6000,9000,11000,14000,17000,21000,23000,25000,28000,42000,56000,71000,93000,127000,164000,209000,287000,423000,597000,779000,948000,1121000
0,0,0,0,0,0,0,0,0,1000,1000,2000,3000,4000,6000,6000,8000,8000,10000,15000,20000,26000,34000,47000,62000,81000,113000,170000,244000,323000,400000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,2000,2000,2000,4000,5000,7000,9000,12000,17000,22000,32000,48000,71000,96000
