1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
1143000,1273000,1634000,2032000,2445000,2828000,3262000,3837000,4422000,4743000,5312000,6148000,6947000,7011000,6938000,7201000,7655000,7986000,8046000,7933000,7794000,7777000,7791000,7720000,7541000,7322000,7113000,6938000,6802000,6627000,6403000
796000,991000,1151000,1523000,1918000,2319000,2705000,3153000,3721000,4275000,4583000,5187000,6046000,6805000,6867000,6840000,7121000,7568000,7896000,7958000,7846000,7709000,7696000,7714000,7644000,7466000,7250000,7046000,6877000,6742000,6568000
690000,766000,964000,1129000,1498000,1885000,2285000,2675000,3120000,3676000,4224000,4548000,5154000,5961000,6708000,6819000,6803000,7080000,7525000,7852000,7912000,7800000,7666000,7655000,7672000,7601000,7425000,7211000,7009000,6841000,6706000
613000,669000,747000,949000,1112000,1460000,1844000,2251000,2639000,3067000,3618000,4191000,4513000,5044000,5834000,6642000,6767000,6749000,7024000,7467000,7792000,7852000,7743000,7610000,7599000,7615000,7546000,7372000,7161000,6959000,6791000
497000,589000,645000,734000,931000,1049000,1386000,1789000,2192000,2552000,2967000,3579000,4138000,4397000,4911000,5737000,6519000,6636000,6615000,6886000,7322000,7642000,7705000,7597000,7462000,7447000,7465000,7399000,7231000,7020000,6820000
403000,473000,562000,631000,717000,862000,968000,1326000,1723000,2094000,2432000,2918000,3509000,4010000,4261000,4816000,5613000,6377000,6491000,6471000,6737000,7168000,7493000,7559000,7449000,7313000,7303000,7326000,7269000,7101000,6892000
327000,382000,449000,547000,614000,660000,792000,919000,1271000,1636000,1980000,2371000,2837000,3346000,3828000,4148000,4707000,5486000,6241000,6358000,6341000,6607000,7042000,7371000,7438000,7330000,7201000,7198000,7230000,7174000,7009000
261000,309000,361000,434000,530000,569000,608000,753000,877000,1200000,1537000,1910000,2283000,2677000,3159000,3693000,4028000,4576000,5343000,6090000,6211000,6201000,6473000,6910000,7239000,7310000,7211000,7093000,7099000,7134000,7082000
200000,244000,290000,347000,418000,494000,528000,577000,717000,822000,1119000,1465000,1819000,2156000,2530000,3024000,3554000,3884000,4423000,5177000,5912000,6038000,6040000,6316000,6751000,7082000,7161000,7075000,6968000,6980000,7021000
165000,186000,228000,276000,331000,389000,460000,500000,547000,668000,759000,1054000,1380000,1715000,2036000,2399000,2878000,3391000,3716000,4244000,4979000,5698000,5832000,5845000,6123000,6557000,6891000,6981000,6909000,6814000,6835000
137000,152000,172000,214000,260000,305000,360000,432000,470000,504000,609000,703000,977000,1296000,1613000,1902000,2247000,2703000,3196000,3514000,4025000,4735000,5433000,5573000,5598000,5878000,6309000,6645000,6747000,6691000,6612000
118000,123000,137000,158000,198000,237000,279000,333000,401000,426000,450000,552000,639000,919000,1219000,1483000,1746000,2069000,2498000,2964000,3271000,3759000,4435000,5104000,5248000,5287000,5567000,5994000,6332000,6448000,6412000
114000,102000,108000,122000,141000,175000,210000,251000,300000,352000,370000,395000,486000,602000,857000,1090000,1320000,1559000,1855000,2250000,2681000,2971000,3430000,4061000,4690000,4838000,4892000,5172000,5591000,5931000,6065000
105000,92000,84000,91000,103000,118000,148000,180000,215000,250000,289000,307000,332000,445000,552000,730000,926000,1125000,1335000,1597000,1945000,2331000,2597000,3014000,3585000,4158000,4306000,4376000,4654000,5061000,5400000
87000,77000,69000,64000,70000,79000,92000,117000,143000,166000,191000,225000,243000,291000,387000,445000,586000,745000,910000,1084000,1304000,1598000,1926000,2159000,2522000,3016000,3516000,3661000,3748000,4018000,4403000
61000,54000,49000,45000,43000,47000,54000,64000,82000,99000,115000,136000,162000,197000,237000,285000,328000,434000,555000,680000,814000,985000,1215000,1474000,1664000,1958000,2356000,2765000,2900000,2999000,3248000
34000,31000,28000,26000,25000,23000,26000,31000,37000,48000,59000,71000,85000,122000,147000,155000,186000,215000,285000,365000,449000,540000,657000,816000,997000,1134000,1347000,1632000,1935000,2050000,2147000
14000,13000,12000,11000,11000,10000,9000,11000,13000,17000,22000,28000,35000,60000,81000,78000,80000,96000,112000,149000,191000,236000,286000,350000,439000,542000,623000,749000,920000,1107000,1188000
4000,4000,3000,3000,3000,3000,3000,3000,3000,4000,5000,8000,10000,25000,36000,33000,29000,30000,36000,42000,56000,72000,89000,109000,135000,171000,214000,250000,307000,385000,472000
1000,1000,1000,1000,1000,0,0,0,0,0,1000,1000,2000,9000,13000,10000,8000,7000,7000,8000,10000,13000,17000,22000,27000,34000,43000,55000,66000,84000,107000
0,0,0,0,0,0,0,0,0,0,0,0,0,2000,3000,2000,1000,1000,1000,1000,1000,1000,2000,3000,3000,4000,5000,7000,9000,11000,14000
