1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
116000,117000,140000,170000,204000,235000,267000,305000,343000,402000,438000,489000,585000,683000,756000,829000,899000,965000,1018000,1069000,1113000,1151000,1178000,1202000,1221000,1235000,1238000,1237000,1237000,1228000,1217000
94000,102000,105000,128000,158000,192000,221000,254000,293000,334000,388000,427000,484000,586000,676000,750000,821000,891000,957000,1010000,1062000,1105000,1143000,1169000,1194000,1213000,1227000,1230000,1229000,1229000,1220000
80000,91000,100000,103000,126000,155000,189000,218000,251000,290000,330000,384000,418000,486000,584000,674000,746000,817000,887000,952000,1006000,1057000,1100000,1138000,1165000,1189000,1208000,1222000,1225000,1224000,1224000
70000,78000,89000,97000,101000,123000,152000,185000,213000,250000,285000,321000,365000,408000,482000,581000,669000,741000,811000,881000,946000,1000000,1050000,1093000,1132000,1158000,1182000,1201000,1215000,1218000,1217000
60000,67000,75000,86000,95000,98000,119000,147000,177000,215000,237000,266000,304000,347000,402000,478000,570000,657000,727000,797000,867000,930000,983000,1033000,1075000,1113000,1139000,1163000,1181000,1194000,1197000
51000,57000,64000,72000,83000,91000,93000,113000,139000,180000,199000,217000,251000,292000,341000,399000,468000,558000,644000,714000,784000,852000,915000,967000,1017000,1058000,1096000,1121000,1145000,1163000,1177000
43000,49000,54000,61000,69000,80000,87000,89000,107000,141000,167000,183000,205000,243000,287000,338000,393000,460000,550000,635000,705000,774000,841000,904000,956000,1006000,1048000,1085000,1111000,1134000,1152000
37000,41000,46000,52000,59000,67000,77000,83000,84000,108000,131000,154000,173000,200000,238000,284000,333000,386000,453000,542000,628000,697000,765000,832000,895000,947000,997000,1039000,1076000,1102000,1125000
30000,34000,39000,44000,50000,57000,64000,73000,79000,84000,100000,122000,146000,168000,195000,235000,279000,327000,380000,446000,535000,619000,688000,755000,823000,886000,938000,988000,1030000,1067000,1093000
24000,28000,32000,36000,42000,47000,54000,60000,69000,77000,78000,93000,117000,140000,164000,191000,229000,272000,319000,372000,438000,525000,609000,677000,745000,812000,875000,927000,977000,1019000,1057000
19000,22000,26000,30000,34000,39000,44000,50000,56000,67000,72000,72000,92000,114000,134000,158000,184000,221000,264000,310000,362000,426000,512000,595000,663000,730000,797000,860000,913000,963000,1005000
14000,17000,20000,24000,27000,31000,36000,41000,46000,53000,61000,66000,71000,91000,107000,127000,150000,175000,211000,252000,297000,347000,411000,495000,577000,644000,711000,778000,840000,893000,944000
9000,12000,15000,18000,21000,24000,28000,32000,36000,42000,47000,54000,60000,69000,83000,98000,117000,138000,162000,196000,236000,279000,328000,390000,472000,551000,618000,684000,751000,814000,868000
6000,8000,10000,12000,15000,17000,20000,23000,27000,31000,35000,40000,47000,52000,60000,73000,86000,103000,123000,145000,177000,214000,255000,302000,361000,439000,516000,581000,647000,713000,776000
3000,4000,6000,7000,9000,11000,13000,15000,18000,21000,24000,27000,33000,37000,41000,48000,59000,71000,85000,103000,123000,151000,185000,223000,266000,321000,393000,466000,529000,593000,658000
1000,2000,3000,4000,5000,6000,7000,8000,10000,12000,13000,16000,22000,25000,26000,29000,35000,43000,52000,64000,78000,95000,119000,147000,180000,218000,267000,332000,398000,457000,517000
0,0,1000,1000,2000,2000,3000,4000,4000,5000,6000,7000,12000,15000,14000,15000,17000,21000,26000,33000,41000,51000,64000,82000,104000,130000,161000,200000,253000,309000,361000
0,0,0,0,0,1000,1000,1000,1000,2000,2000,2000,5000,8000,6000,6000,7000,8000,10000,13000,16000,21000,27000,35000,46000,61000,78000,99000,127000,164000,205000
0,0,0,0,0,0,0,0,0,0,0,0,1000,3000,2000,2000,2000,2000,2000,3000,4000,6000,8000,11000,14000,20000,26000,35000,46000,62000,83000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,2000,3000,4000,5000,8000,11000,15000,21000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,2000,3000
