NAME,LONGITUDE,LATITUDE,POPULATION,AREA
AFRO:GHANA:ASHANTI:BEKWAI_MUNICIPAL:A0004,-1.4782,6.3953,41635,100.8
AFRO:GHANA:ASHANTI:BOSOME_FREHO:A0000,-1.2402,6.1634,10636,88.5
AFRO:GHANA:ASHANTI:BOSOME_FREHO:A0001,-1.4084,6.3340,15682,104.2
AFRO:GHANA:ASHANTI:BOSOME_FREHO:A0002,-1.3406,6.2669,3781,74.1
AFRO:GHANA:ASHANTI:BOSOME_FREHO:A0003,-1.3405,6.4034,9182,100.1
AFRO:GHANA:ASHANTI:BOSOME_FREHO:A0004,-1.2934,6.3078,10008,116.3
AFRO:GHANA:ASHANTI:BOSOME_FREHO:A0005,-1.4184,6.4453,9407,88.0
AFRO:GHANA:ASHANTI:BOSOMTWE:A0000,-1.5542,6.5824,28068,109.4
AFRO:GHANA:ASHANTI:BOSOMTWE:A0001,-1.3767,6.5843,81083,125.2
AFRO:GHANA:ASHANTI:BOSOMTWE:A0002,-1.4734,6.5607,7785,94.0
AFRO:GHANA:ASHANTI:BOSOMTWE:A0003,-1.3913,6.5125,12182,96.0
AFRO:GHANA:ASHANTI:EJISU_MUNICIPAL:A0000,-1.4311,6.6653,47365,139.2
AFRO:GHANA:ASHANTI:EJISU_MUNICIPAL:A0001,-1.3211,6.6217,83853,114.3
AFRO:GHANA:ASHANTI:EJISU_MUNICIPAL:A0002,-1.3116,6.4911,13101,61.8
AFRO:GHANA:ASHANTI:EJISU_MUNICIPAL:A0003,-1.4796,6.7306,19806,98.0
AFRO:GHANA:ASHANTI:EJURA_SEKYEDUMASE:A0000,-1.4352,7.3350,6312,108.5
AFRO:GHANA:ASHANTI:EJURA_SEKYEDUMASE:A0001,-1.2714,7.3896,4101,113.9
AFRO:GHANA:ASHANTI:EJURA_SEKYEDUMASE:A0002,-1.4110,7.5153,4691,93.0
AFRO:GHANA:ASHANTI:EJURA_SEKYEDUMASE:A0003,-1.6096,7.2102,3433,96.3
AFRO:GHANA:ASHANTI:EJURA_SEKYEDUMASE:A0004,-1.3716,7.4114,7334,88.7
AFRO:GHANA:ASHANTI:EJURA_SEKYEDUMASE:A0005,-1.2037,7.4393,6524,94.9
AFRO:GHANA:ASHANTI:EJURA_SEKYEDUMASE:A0006,-1.6003,7.3054,18157,111.4
AFRO:GHANA:ASHANTI:EJURA_SEKYEDUMASE:A0007,-1.3247,7.3140,6387,115.3
AFRO:GHANA:ASHANTI:EJURA_SEKYEDUMASE:A0008,-1.3035,7.4826,5601,105.5
AFRO:GHANA:ASHANTI:EJURA_SEKYEDUMASE:A0009,-1.3474,7.5696,4764,107.1
AFRO:GHANA:ASHANTI:EJURA_SEKYEDUMASE:A0010,-1.5202,7.2769,8380,111.3
AFRO:GHANA:ASHANTI:EJURA_SEKYEDUMASE:A0011,-1.4640,7.4385,5009,98.7
AFRO:GHANA:ASHANTI:EJURA_SEKYEDUMASE:A0012,-1.5340,7.3650,5328,101.9
AFRO:GHANA:ASHANTI:JUABEN_MUNICIPAL:A0000,-1.4063,6.7930,14228,113.6
AFRO:GHANA:ASHANTI:JUABEN_MUNICIPAL:A0001,-1.3329,6.6985,3923,58.4
AFRO:GHANA:ASHANTI:KUMASI_METROPOLITAN:A0000,-1.6212,6.6887,447438,21.7
AFRO:GHANA:ASHANTI:KWABRE_EAST:A0000,-1.5268,6.7902,52807,123.6
AFRO:GHANA:ASHANTI:KWADASO_MUNICIPAL:A0000,-1.6554,6.6693,932518,64.4
AFRO:GHANA:ASHANTI:MAMPONG_MUNICIPAL:A0000,-1.4486,7.0965,7532,103.3
AFRO:GHANA:ASHANTI:MAMPONG_MUNICIPAL:A0001,-1.3858,7.2524,10505,100.4
AFRO:GHANA:ASHANTI:MAMPONG_MUNICIPAL:A0002,-1.3796,7.1492,26766,111.3
AFRO:GHANA:ASHANTI:MAMPONG_MUNICIPAL:A0003,-1.4279,7.0058,3748,90.7
AFRO:GHANA:ASHANTI:MAMPONG_MUNICIPAL:A0004,-1.3113,7.2026,12056,96.9
AFRO:GHANA:ASHANTI:MAMPONG_MUNICIPAL:A0005,-1.4604,7.2103,11038,98.2
AFRO:GHANA:ASHANTI:MAMPONG_MUNICIPAL:A0006,-1.5322,7.1689,21804,72.5
AFRO:GHANA:ASHANTI:OBUASI_EAST:A0000,-1.6064,6.1827,27711,75.3
